Authors,Title,Year,Source title,Cited by,Link,Affiliations,Authors with affiliations,Abstract
"Srivastava K.C., Smith D.G.","Effect of cryo-protective agents on the growth and ultrastructure of Saccharomyces cerevisiae",1980,"Cytobios",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019296576&partnerID=40&md5=0ebedf01d47d55594585e5c814c12f74","Dept. Tecnol. Alimentos Med., Cent. Ci. Rurais Tecnol., Fund. Univ. Estadual, Londrina, Brazil","Srivastava, K.C., Dept. Tecnol. Alimentos Med., Cent. Ci. Rurais Tecnol., Fund. Univ. Estadual, Londrina, Brazil; Smith, D.G., Dept. Tecnol. Alimentos Med., Cent. Ci. Rurais Tecnol., Fund. Univ. Estadual, Londrina, Brazil",[No abstract available]
"Bersaneti G.T., Mantovan J., Magri A., Mali S., Celligoi M.A.P.C.","Edible films based on cassava starch and fructooligosaccharides produced by Bacillus subtilis natto CCT 7712",2016,"Carbohydrate Polymers",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978080595&doi=10.1016%2fj.carbpol.2016.06.081&partnerID=40&md5=7477431e6825e430b13a9c46b3b058aa","Department of Biochemistry and Biotechnology, CCE, State University of Londrina, P.O. Box 10011, Londrina, PR, Brazil","Bersaneti, G.T., Department of Biochemistry and Biotechnology, CCE, State University of Londrina, P.O. Box 10011, Londrina, PR, Brazil; Mantovan, J., Department of Biochemistry and Biotechnology, CCE, State University of Londrina, P.O. Box 10011, Londrina, PR, Brazil; Magri, A., Department of Biochemistry and Biotechnology, CCE, State University of Londrina, P.O. Box 10011, Londrina, PR, Brazil; Mali, S., Department of Biochemistry and Biotechnology, CCE, State University of Londrina, P.O. Box 10011, Londrina, PR, Brazil; Celligoi, M.A.P.C., Department of Biochemistry and Biotechnology, CCE, State University of Londrina, P.O. Box 10011, Londrina, PR, Brazil","The objectives of this work were to produce fructooligosaccharides (FOSs) by using the microorganism Bacillus subtilis natto CCT 7712 and to employ these FOSs as a functional ingredient in cassava starch edible films, which were characterized according to their microstructure, mechanical and barrier properties. The produced FOSs could be easily dissolved, resulting in homogeneous filmogenic solutions, which were easily manipulated to obtain films by casting. FOSs were added in different concentrations (0, 1, 5 and 10 g/100 g solids), and glycerol was used as a plasticizer (20 g/100 g solids). All formulations resulted in films that had a good appearance and were easily removable from the plates without bubbles or cracks. The FOSs exerted a plasticizing effect on the starch films and decreased their glass transition temperature. The addition of FOSs resulted in higher solubility and elongation and a decreased water vapor permeability of the films. FOSs were shown to be a promising ingredient for use in edible starch films. © 2016 Elsevier Ltd"
"Zanqui A.B., da Silva C.M., de Morais D.R., Santos J.M., Ribeiro S.A.O., Eberlin M.N., Cardozo-Filho L., Visentainer J.V., Gomes S.T.M., Matsushita M.","Sacha inchi (Plukenetia volubilis L.) oil composition varies with changes in temperature and pressure in subcritical extraction with n-propane",2016,"Industrial Crops and Products",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962860008&doi=10.1016%2fj.indcrop.2016.04.029&partnerID=40&md5=e8772a47c86c2994def6edd2cb54c26c","Department of Chemistry, State University of Maringá, UEM, Maringá, Brazil; Department of Chemistry Engineering, State University of Maringá, UEM, Maringá, Brazil; ThoMSon Mass Spectrometry Laboratory, Institute of Chemistry, University of Campinas-UNICAMP, Campinas, Brazil","Zanqui, A.B., Department of Chemistry, State University of Maringá, UEM, Maringá, Brazil; da Silva, C.M., Department of Chemistry, State University of Maringá, UEM, Maringá, Brazil; de Morais, D.R., ThoMSon Mass Spectrometry Laboratory, Institute of Chemistry, University of Campinas-UNICAMP, Campinas, Brazil; Santos, J.M., ThoMSon Mass Spectrometry Laboratory, Institute of Chemistry, University of Campinas-UNICAMP, Campinas, Brazil; Ribeiro, S.A.O., Department of Chemistry, State University of Maringá, UEM, Maringá, Brazil; Eberlin, M.N., ThoMSon Mass Spectrometry Laboratory, Institute of Chemistry, University of Campinas-UNICAMP, Campinas, Brazil; Cardozo-Filho, L., Department of Chemistry Engineering, State University of Maringá, UEM, Maringá, Brazil; Visentainer, J.V., Department of Chemistry, State University of Maringá, UEM, Maringá, Brazil; Gomes, S.T.M., Department of Chemistry, State University of Maringá, UEM, Maringá, Brazil; Matsushita, M., Department of Chemistry, State University of Maringá, UEM, Maringá, Brazil","Sacha inchi is an oilseed crop that shows high oil content and it is an excellent source of polyunsaturated fatty acids. Temperature and pressure can influence in lipid composition on the subcritical extraction with n-propane. The highest extraction yield obtained was 30% under the conditions of 60 °C and 12 MPa. The extracted oil presented 442 mg of fatty acid g-1 in terms of alpha linolenic acid. Analysis by easy ambient sonic-spray ionization mass spectrometry showed a typical TAG (Triacylglycerols) profile for Sacha inchi oil with major ions of m/z (mass-to-charge ratio) 895 (ALA-ALA-ALA), 897 (ALA-ALA-LA), 899 (ALA-LA-LA) and 901 (LA-LA-LA or OL-LA-ALA) in a form of adduct of [TAG + Na]+, in which ALA is alfa linoleic acid, LA is linoleic acid and OL is oleic acid. The phytosterols content (86.39-101.92 mg 100 g-1 of total lipids) varied according to the conditions applied for the n-propane extraction. In general, the subcritical fluid extraction with n-propane was found to preserve the important Sacha inchi oil bioactive constituents, that is, fatty acids, triacylglycerols and phytosterols. Regression analysis also showed that higher temperatures and pressures result in higher yields of phytosterols. © 2016 Elsevier B.V.."
"De Oliveira Strada E.S., Silva R.R., De Carvalho G.G.P., Barbosa L.P., De Araújo F.L., Pinheiro A.M., Da Silva F.F., De Oliveira K.N., Eiras C.E.","Correlation between consumption and deposition of fatty acids in cattle supplemented with low purity glycerin in pastures",2015,"Semina:Ciencias Agrarias",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950325719&doi=10.5433%2f1679-0359.2015v36n5p3269&partnerID=40&md5=718c1aeee9e896aefe55a90414130097","Universidade Federal do Recôncavo da Bahia, UFRB, Cruz das Almas, BA, Brazil; Universidade Estadual do Sudoeste da Bahia, UESB, Itapetinga, BA, Brazil; Universidade Federal da Bahia, UFBA, Salvador, BA, Brazil; Discentes do Curso de Doutorado do Programa de Pós-Graduação em Zootecnia, Universidade Estadual de Maringá, UEM, Maringá, PR, Brazil","De Oliveira Strada, E.S., Universidade Federal do Recôncavo da Bahia, UFRB, Cruz das Almas, BA, Brazil; Silva, R.R., Universidade Estadual do Sudoeste da Bahia, UESB, Itapetinga, BA, Brazil; De Carvalho, G.G.P., Universidade Federal da Bahia, UFBA, Salvador, BA, Brazil; Barbosa, L.P., Universidade Federal do Recôncavo da Bahia, UFRB, Cruz das Almas, BA, Brazil; De Araújo, F.L., Universidade Federal do Recôncavo da Bahia, UFRB, Cruz das Almas, BA, Brazil; Pinheiro, A.M., Universidade Federal do Recôncavo da Bahia, UFRB, Cruz das Almas, BA, Brazil; Da Silva, F.F., Universidade Estadual do Sudoeste da Bahia, UESB, Itapetinga, BA, Brazil; De Oliveira, K.N., Discentes do Curso de Doutorado do Programa de Pós-Graduação em Zootecnia, Universidade Estadual de Maringá, UEM, Maringá, PR, Brazil; Eiras, C.E., Discentes do Curso de Doutorado do Programa de Pós-Graduação em Zootecnia, Universidade Estadual de Maringá, UEM, Maringá, PR, Brazil","The objective was to determine the existing linear correlation between the consumed fatty acids and deposited in the muscle Longissimus dorsi 35 uncastrated male bovine animals, crossbred Nellore predominance, with average weight of 428.0 ± 32.11 kg, ending in Brachiaria decumbens cv. Basilisk. The experimental design was completely randomized with five diets and seven animals for 74 days. Diets consisted of glycerin inclusion levels (0, 3, 6, 9 and 12%) in the dry matter (DM). The animals were weighed every 28 days to assess the weight gain (ADG) and adjusts the diets. Samples of Brachiaria decumbens, supplements, and Longissimus dorsi were analyzed for evaluation of fatty acid profile. The correlation was performed by estimating the coefficients of linear correlation. The observed correlation profile of the modified meat fatty acid with a reduced concentration of monounsaturated fatty acids and increasing the concentration of fatty acids of the ω series - 6 as well as the ratio between the fatty acids of the series ω - and ω 6 - 3. No correlations were found with hipercolesterêmicos fatty acids ( lauric , myristic and palmitic ) of bovine muscle supplemented with low purity glycerin ."
"Santin L.R.R., Dos Santos S.C., Novo D.L.R., Bianchini D., Gerola A.P., Braga G., Caetano W., Moreira L.M., Bastos E.L., Romani A.P., De Oliveira H.P.M.","Study between solvatochromism and steady-state and time-resolved fluorescence measurements of the Methylene blue in binary mixtures",2015,"Dyes and Pigments",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925988473&doi=10.1016%2fj.dyepig.2015.03.004&partnerID=40&md5=b5168be00d67282b2e565a69414fdde1","Centro de Ciências Químicas, Farmacêuticas e de Alimentos, Universidade Federal de Pelotas, Pelotas, RS, Brazil; Departamento de Química, Universidade Estadual de Maringá, Maringá, PR, Brazil; Departamento de Zootecnia, Universidade Federal de São João Del-Rei, São João del-Rei, MG, Brazil; Instituto de Química, Universidade de São Paulo, São Paulo, SP, Brazil; Centro de Engenharia, Modelagem e Ciências Sociais Aplicadas, Universidade Federal Do ABC, Santo André, SP, Brazil; Universidade Federal Do ABC, Centro de Ciências Naturais e Humanas, Avenida dos Estados, 5001, Santo André, São Paulo, Brazil","Santin, L.R.R., Centro de Ciências Químicas, Farmacêuticas e de Alimentos, Universidade Federal de Pelotas, Pelotas, RS, Brazil; Dos Santos, S.C., Centro de Ciências Químicas, Farmacêuticas e de Alimentos, Universidade Federal de Pelotas, Pelotas, RS, Brazil; Novo, D.L.R., Centro de Ciências Químicas, Farmacêuticas e de Alimentos, Universidade Federal de Pelotas, Pelotas, RS, Brazil; Bianchini, D., Centro de Ciências Químicas, Farmacêuticas e de Alimentos, Universidade Federal de Pelotas, Pelotas, RS, Brazil; Gerola, A.P., Departamento de Química, Universidade Estadual de Maringá, Maringá, PR, Brazil; Braga, G., Departamento de Química, Universidade Estadual de Maringá, Maringá, PR, Brazil; Caetano, W., Departamento de Química, Universidade Estadual de Maringá, Maringá, PR, Brazil; Moreira, L.M., Departamento de Zootecnia, Universidade Federal de São João Del-Rei, São João del-Rei, MG, Brazil; Bastos, E.L., Instituto de Química, Universidade de São Paulo, São Paulo, SP, Brazil; Romani, A.P., Centro de Engenharia, Modelagem e Ciências Sociais Aplicadas, Universidade Federal Do ABC, Santo André, SP, Brazil; De Oliveira, H.P.M., Universidade Federal Do ABC, Centro de Ciências Naturais e Humanas, Avenida dos Estados, 5001, Santo André, São Paulo, Brazil","In this work, the study on the influence of binary mixtures of solvents (water-acetonitrile, water-ethanol and water-glycerol) upon the spectroscopic properties of methylene blue (MB) was done. In addition, the photophysical characterization of the MB in different concentrations in the solvent mixtures was done. In the mixtures, the increase in the quantity of water has decreased the fluorescence quantum yield together with other photophysical alterations. The studies of time-resolved fluorescence have demonstrated a first-order decay, with lifetimes between 328 and 550 ps. These values increase as the organic solvent proportion is increased. The results have shown a direct relationship between the viscosity and the rotational lifetime, correlating with the interference in the processes of deactivation of the excited state, which are slower in media with higher viscosity. The conformation of the clusters in the binary mixtures was also identified as a key factor to determine the results obtained in this work. © 2015 Elsevier Ltd."
"Vithanage L.N.G., Barbosa A.M., Borsato D., Dekker R.F.H.","Value Adding of Poplar Hemicellulosic Prehydrolyzates: Laccase Production by Botryosphaeria rhodina MAMB-05 and Its Application in the Detoxification of Prehydrolyzates",2015,"Bioenergy Research",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939960877&doi=10.1007%2fs12155-014-9547-0&partnerID=40&md5=1e94cafbd86d8c49fd3e1debd7de2c2e","Biorefining Research Institute, Lakehead University, Thunder Bay, ON, Canada; Biorefining and Biotechnology Consultancy, Rua João Huss 200, Gleba Palhano, Londrina, PR, Brazil; Departamento de Química-CCE, Universidade Estadual de Londrina, Londrina, PR, Brazil","Vithanage, L.N.G., Biorefining Research Institute, Lakehead University, Thunder Bay, ON, Canada; Barbosa, A.M., Biorefining Research Institute, Lakehead University, Thunder Bay, ON, Canada, Biorefining and Biotechnology Consultancy, Rua João Huss 200, Gleba Palhano, Londrina, PR, Brazil; Borsato, D., Departamento de Química-CCE, Universidade Estadual de Londrina, Londrina, PR, Brazil; Dekker, R.F.H., Biorefining Research Institute, Lakehead University, Thunder Bay, ON, Canada, Biorefining and Biotechnology Consultancy, Rua João Huss 200, Gleba Palhano, Londrina, PR, Brazil","Fast-growing hybrid poplar species are attractive as feedstocks for the production of bio-based chemicals including biofuels. Pretreatment makes cellulose accessible to enzymatic hydrolysis, producing hemicellulose and lignin as major co-products. Poplar woodchips pretreated hydrothermally in an experimental industrial pilot-plant generated two prehydrolyzate streams; purge-condensate collected from cooking the woodchips and press-filtrate collected after the fiber explosion step. Both prehydrolyzates contain hemicellulose sugars (pentoses, hexoses, oligosaccharides), acetic acid, and degradation products from hemicellulose and lignin (furanic and phenolic compounds, respectively). Purge prehydrolyzate was highly diluted, of low sugar content and high biochemical/chemical oxygen demand, and constituted a process waste that was addressed for value-adding through production of enzymes by fermentation. Wood-decay fungi were screened for laccases on purge prehydrolyzate, with Botryosphaeria rhodina producing highest titers. B. rhodina detoxified the prehydrolyzate but at expense of sugar consumption. Adding xylose and glycerol to purge did not inhibit fungal growth or impede laccase production. Phenolics in the purge had inducing effect on enhancing laccase titers. Laccase production was optimized by Box-Behnken-(33)-factorial design varying the concentration of xylose in the purge, together with adding copper as laccase inducer and glycerol to increase the level of fermentable substrate, resulting in optimal enzyme titers (36.37 ± 3.52U/mL; validated). The crude laccase preparation was employed to detoxify the more concentrated press prehydrolyzate, reducing the overall content of phenolics by ∼30 %. Chromatographic (high-performance liquid chromatography-ultraviolet, gas chromatography/mass spectrometry) analysis identified various phenolic compounds present in the press prehydrolyzate following laccase treatment, and in the presence of the mediator, ABTS, the phenolics content decreased further. © 2014, Springer Science+Business Media New York."
"Bilck A.P., Olivera Müller C.M., Olivato J.B., Mali S., Eiras Grossmann M.V., Yamashita F.","Using glycerol produced from biodiesel as a plasticiser in extruded biodegradable films",2015,"Polimeros",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944040948&doi=10.1590%2f0104-1428.1803&partnerID=40&md5=6e9309b133063079032c14a6d9a0c4f1","Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil; Departamento de Bioquímica e Biotecnologia, Centro de Ciência Exatas, Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil","Bilck, A.P., Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil; Olivera Müller, C.M., Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil; Olivato, J.B., Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil; Mali, S., Departamento de Bioquímica e Biotecnologia, Centro de Ciência Exatas, Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil; Eiras Grossmann, M.V., Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil; Yamashita, F., Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina-UEL, Londrina, PR, Brazil","The demand for renewably sourced biodegradable materials has increased the need to produce materials that combine appropriate functional properties at competitive costs. Thermoplastic starch and polyester blends are an interesting alternative to current materials due to the low cost of starch and the functional properties and processability of the resulting blends. Producing thermoplastic starch (TPS) requires using a plasticiser at concentrations between 20 and 30%wt (in relation to starch). Glycerol is the most common plasticiser due to its high plasticising capacity and thermal stability at processing temperatures. The objective of this study was to evaluate glycerol waste from the biodiesel industry, with different degrees of purification, as plasticisers for TPS/poly (butylene adipate-co-terephthalate) (PBAT) blends. Different purities of glycerol produced films with similar mechanical, optical and barrier properties to those made with purified glycerol (99.7%). Therefore, crude glycerol is a renewable alternative plasticiser that reduces the cost of plasticisation by 6-fold."
"Lopes A.P., Canesin E.A., Suzuki R.M., Tonin L.T.D., Palioto G.F., Seixas F.L.","Purification of residual glycerol obtained in biodiesel production from waste oils [Purificação de glicerina residual obtida na produção de biodiesel a partir de óleos residuais]",2014,"Revista Virtual de Quimica",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921370493&doi=10.5935%2f1984-6835.20140102&partnerID=40&md5=3afe228197102ceb32ece536ada1e9ee","Universidade Estadual de Maringá, Departamento de Química, Av. Colombo 5790, Maringá-PR, Brazil; Universidade Tecnológica Federal do Paraná, Campus Apucarana, Rua Marcílio Dias, 635, Apucarana-PR, Brazil","Lopes, A.P., Universidade Estadual de Maringá, Departamento de Química, Av. Colombo 5790, Maringá-PR, Brazil; Canesin, E.A., Universidade Tecnológica Federal do Paraná, Campus Apucarana, Rua Marcílio Dias, 635, Apucarana-PR, Brazil; Suzuki, R.M., Universidade Tecnológica Federal do Paraná, Campus Apucarana, Rua Marcílio Dias, 635, Apucarana-PR, Brazil; Tonin, L.T.D., Universidade Tecnológica Federal do Paraná, Campus Apucarana, Rua Marcílio Dias, 635, Apucarana-PR, Brazil; Palioto, G.F., Universidade Tecnológica Federal do Paraná, Campus Apucarana, Rua Marcílio Dias, 635, Apucarana-PR, Brazil; Seixas, F.L., Universidade Tecnológica Federal do Paraná, Campus Apucarana, Rua Marcílio Dias, 635, Apucarana-PR, Brazil","Domestic production of biodiesel is becoming increasingly widespread, via transesterification processes; it generates a significant amount of glycerol that can become available in various sectors of national industry providing that it has a level of compatible purity. This paper presents a purification route for glycerin obtained in alkaline methyl transesterification of waste oils and soybean oils of animal origin obtained from commercial rotissery processes. The residual oils were characterized as acid , peroxide, saponification and iodine values, as well as viscosity and ash contents; after obtaining the residual glycerine from biodiesel it was subjected to processes of pre-purification through washing with solvent, acidification and neutralization, followed by purification with active charcoal and cationic and anionic resins. After the process of purification the glycerin samples were characterized by glycerol content, alkalinity, ash, chloride, color and moisture, obtaining as the best result for glycerol content 94.19 ± 1.46 for glycerin obtained from soybean oil used."
"de Lima D.C., Netto M.V.T., Felix A.P., Bortolo M., de Oliveira S.G., Maiorka A.","Digestibility and metabolizable energy of glycerine in dogs [Digestibilidade e energia metabolizável da glicerina em cães]",2014,"Ciencia Rural",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907141506&partnerID=40&md5=02c0e9559ca981d0b2bc34883646a35b","Departamento de Zootecnia, UFPR, Rua dos Funcionários, 1540, Bairro Cabral, Curitiba, PR, Brazil; Universidade Estadual de Maringá (UEM), Maringá, PR, Brazil","de Lima, D.C., Departamento de Zootecnia, UFPR, Rua dos Funcionários, 1540, Bairro Cabral, Curitiba, PR, Brazil; Netto, M.V.T., Departamento de Zootecnia, UFPR, Rua dos Funcionários, 1540, Bairro Cabral, Curitiba, PR, Brazil; Felix, A.P., Departamento de Zootecnia, UFPR, Rua dos Funcionários, 1540, Bairro Cabral, Curitiba, PR, Brazil; Bortolo, M., Universidade Estadual de Maringá (UEM), Maringá, PR, Brazil; de Oliveira, S.G., Departamento de Zootecnia, UFPR, Rua dos Funcionários, 1540, Bairro Cabral, Curitiba, PR, Brazil; Maiorka, A., Departamento de Zootecnia, UFPR, Rua dos Funcionários, 1540, Bairro Cabral, Curitiba, PR, Brazil","Glycerin is a by-product originated from biodiesel production and it is an energetic ingredient of increasing possibility of use in diets of different species. This study aimed to evaluate the digestibility in dogs fed diets containing increasing levels of glycerol (0%, 3%, 6% and 9%). Diets were fed to eight adult dogs, which were distributed in Latin square design (4×4). The glycerol addition in the diet increased the digestibility of dry matter, gross energy and metabolizable energy, without affecting the digestibility of crude protein and nitrogen free extract. However, resulted in lower digestibility of ether extract. Although the addition of glycerin has reduced the amount of fecal dry matter, had no effect on fecal score. Within the levels evaluated, the glycerin can be used as dietary energy source highly available for dogs. © 2014 Universidade Federal de Santa Maria. All rights reserved."
"Castañeda Serrano R.D., Branco A.F., Teixeira S., Osmari M.","Evaluation of crude glycerine inclusion in beef cattle diet: Apparent nutrient digestibility and microbial protein synthesis [Evaluación de la inclusión de glicerina cruda en dietas para ganado de carne: Digestibilidad aparente de los nutrientes y síntesis de proteína microbiana]",2014,"Zootecnia Tropical",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930891832&partnerID=40&md5=77e617c3c95f1ea3807f05c1374612e6","Universidad del Tolima, Grupo de investigación en sistemas agroforestales pecuarios, Ibagué, Tolima, Colombia; Universidade Estadual de Maringá, Grupo de pesquisa em nutrição de ruminantes, Brazil","Castañeda Serrano, R.D., Universidad del Tolima, Grupo de investigación en sistemas agroforestales pecuarios, Ibagué, Tolima, Colombia; Branco, A.F., Universidade Estadual de Maringá, Grupo de pesquisa em nutrição de ruminantes, Brazil; Teixeira, S., Universidade Estadual de Maringá, Grupo de pesquisa em nutrição de ruminantes, Brazil; Osmari, M., Universidade Estadual de Maringá, Grupo de pesquisa em nutrição de ruminantes, Brazil","Crude glycerine (CG) is an abundant biodiesel byproduct and an alternative material for livestock diets. The objective of this study was to evaluate the effects of glycerol supplementation on the digestibility and microbial protein synthesis in Nelore steers. Five ruminally cannulated Nelore breed steers (522±43 kg) were used in a replicated 5×5 Latin Square design to evaluate 0 (control), 3, 6, 9 and 12% of CG in total dry matter of diets during five experimental periods of 21 days. The dry matter intake (DMI), ruminal apparent digestibility (RAD), intestinal apparent digestibility (IAD), total apparent digestibility coefficient (TAD) of dry matter (DM), organic matter (OM), crude protein (CP), neutral detergent fiber (NDF) and non-fiber carbohydrates (NFC) were not affected (P > 0,05) by CG inclusion. Fecal flow of ether extract (EE) decreased linearly (P < 0.05) as the level of CG in the diet increased. However, the CDI and CDT of EE increased linearly (P < 0.05) as the level of CG in the diet increased. The inclusion of different levels of CG in the diet showed no significant (P > 0.05) effect on microbial protein synthesis. It is concluded that CG may be used in the diet of beef cattle up to 12% and can be considered a good alternative energy. © 2014, Instituto Nacional de Investigaciones Agricolas (INIA). All rights reserved."
"Henz J.R., Nunes R.V., Eyng C., Da Silva Y.L., Schone R.A., De Oliveira T.M.M., Berwanger E., Sangali C.P.","Metabolizable energy of crude glycerin for broiler chickens at different ages [Energia metabolizável da glicerina bruta para frangos de corte de diferentes idades]",2014,"Semina:Ciencias Agrarias",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916908691&doi=10.5433%2f1679-0359.2014v35n6p3393&partnerID=40&md5=f5feed3ac5247e4e678ef4e1eb02e4ed","Universidade Estadual Do Oeste Do Paraná, UNIOESTE, Marechal Cândido Rondon, Brazil; Programa de Pós Graduação Stricto Sensu em Zootecnia, UNIOESTE, Marechal Cândido Rondon, Brazil; Programa de Pós Graduação Stricto Sensu em Zootecnia, Universidade Federal da Grande Dourados, UFGD, Dourados, Brazil; UNIOESTE, Marechal Cândido Rondon, Brazil; Programa de Pós-Graduação Stricto Sensu em Zootecnia, Universidade Estadual de Maringá, UEM, Maringá, Brazil","Henz, J.R., Universidade Estadual Do Oeste Do Paraná, UNIOESTE, Marechal Cândido Rondon, Brazil; Nunes, R.V., Programa de Pós Graduação Stricto Sensu em Zootecnia, UNIOESTE, Marechal Cândido Rondon, Brazil; Eyng, C., Programa de Pós Graduação Stricto Sensu em Zootecnia, Universidade Federal da Grande Dourados, UFGD, Dourados, Brazil; Da Silva, Y.L., UNIOESTE, Marechal Cândido Rondon, Brazil; Schone, R.A., Universidade Estadual Do Oeste Do Paraná, UNIOESTE, Marechal Cândido Rondon, Brazil; De Oliveira, T.M.M., Programa de Pós-Graduação Stricto Sensu em Zootecnia, Universidade Estadual de Maringá, UEM, Maringá, Brazil; Berwanger, E., Universidade Estadual Do Oeste Do Paraná, UNIOESTE, Marechal Cândido Rondon, Brazil; Sangali, C.P., Programa de Pós-Graduação Stricto Sensu em Zootecnia, Universidade Estadual de Maringá, UEM, Maringá, Brazil","The values of apparent metabolizable energy (AME), the AME corrected for nitrogen retention (AMEn) and their respective metabolization coefficients (CME and CMEn) of crude glycerin were determined utilizing the total excreta collection method with broiler chickens at different ages. A randomized complete design was used, with six treatments, six replications and ten, five and four birds per experimental unit in the periods from 11 to 20 days, from 21 to 30 days and from 31 to 40 days of age, respectively. The test food replaced the reference diet in 0; 3; 6; 9; 12 and 15% and the experimental period for each phase lasted ten days, five of which for adaptation and five for total collection. The AME and AMEn values in the phase from 11 to 20 days ranged from 2723 to 3817 and from 2672 to 3667 kcal/kg-1, respectively. In the phase from 21 to 30 days the AME and AMEn values ranged from 3660 to 3982 and from 3535 to 3945 kcal/kg-1, respectively. In the phase from 31 to 40 days the AME and AMEn values ranged from 3029 to 4143 and from 2975 to 4048 kcal/kg-1, respectively. The values of CME and CMEn linearly decreased from 11 to 20 days of age, ranging from 62.70 to 87.89 and 61.53 to 84.41%, respectively. During the phase from 21 to 30 days the coefficients also linearly decreased, ranging from 84.27 to 91.69 for CME and from 81.39 to 90.83% for CMEn. In contrast, during the phase from 31 to 40 days, the coefficients linearly increased, values ranging from 69.76 to 95.39 for CME and from 68.51 to 93.21% for CMEn. The crude glycerin can be used as an energy source in broiler diets, because it has high levels of metabolizable energy. However, the values of AME and AMEn and the metabolization coefficients of crude glycerin vary according to the levels in the reference diet and age of the birds."
"Fakhouri F.M., Casari A.C.A., Mariano M., Yamashita F., Mei L.H.I., Soldi V., Martelli S.M.","Effect of a gelatin-based edible coating containing cellulose nanocrystals (CNC) on the quality and nutrient retention of fresh strawberries during storage",2014,"IOP Conference Series: Materials Science and Engineering",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940336944&doi=10.1088%2f1757-899X%2f64%2f1%2f012024&partnerID=40&md5=f97435f3cfd3a506e9c918e11888c90e","Faculty of Engineering, Federal University of Grande Dourados, Brazil; Department of Chemistry, Federal University of Santa Catarina, Brazil; Department of Food Science and Technology, Londrina State University, Brazil; Faculty of Chemical Engineering, Campinas State University, Brazil","Fakhouri, F.M., Faculty of Engineering, Federal University of Grande Dourados, Brazil, Faculty of Chemical Engineering, Campinas State University, Brazil; Casari, A.C.A., Faculty of Engineering, Federal University of Grande Dourados, Brazil; Mariano, M., Department of Chemistry, Federal University of Santa Catarina, Brazil; Yamashita, F., Department of Food Science and Technology, Londrina State University, Brazil; Mei, L.H.I., Faculty of Chemical Engineering, Campinas State University, Brazil; Soldi, V., Department of Chemistry, Federal University of Santa Catarina, Brazil; Martelli, S.M., Faculty of Engineering, Federal University of Grande Dourados, Brazil","Strawberry is a non-climacteric fruit with a very short postharvest shelf-life. Loss of quality in this fruit is mostly due to its relatively high metabolic activity and sensitivity to fungal decay, meanly grey mold (Botrytis cinerea). In this study, the ability of gelatin coatings containing cellulose nanocrystals (CNC) to extend the shelf-life of strawberry fruit (Fragaria ananassa) over 8 days were studied. The filmogenic solution was obtained by the hydration of 5 g of gelatin (GEL) in 100 mL of distillated water containing different amounts of CNC dispersion (10 mg CNC/g of GEL or 50 mg of CNC/g of GEL) for 1 hour at room temperature. After this period, the solution was heated to 70°C and maintained at this temperature for 10 minutes. The plasticizer (glycerol) (10g/100g of the GEL) was then added with constant, gentle stirring in order to avoid forming air bubbles and also to avoid gelatin denaturation until complete homogenization. Strawberries (purchased at the local market) were immersed in the filmogenic solution for 1 minute and after coated were dried at 15°C by 24 hours. The strawberries were then kept under refrigeration and characterized in terms of their properties (weight loss, ascorbic acid content, titratable acidity, water content). The results have shown that samples covered with GEL/CNC had a significant improvement in its shelf- life. For instance, for the control sample (without coating) the weight loss after 8 days of storage was around 65%, while covered samples loss in the range of 31-36%. Edible coating was also effective in the retention of ascorbic acid (AA) in the strawberries, while control sample presented a fast decay in the AA content, covered samples showed a slow decay in the AA concentration. Moreover, the use of GEL/CNC edible coating had an antimicrobial effect in the fruits."
